City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
527,Dunedin,NZ,2021-04-11 15:57:18,-45.8742,170.5036,55.0,86,9,2.17,clear sky
528,Sur,OM,2021-04-11 15:58:05,22.5667,59.5289,83.59,58,0,5.44,clear sky
529,Dori,BF,2021-04-11 15:59:16,14.0354,-0.0345,107.89,4,0,10.51,clear sky
530,Bentiu,SS,2021-04-11 15:59:16,9.2333,29.8333,98.08,8,90,5.48,overcast clouds
531,Half Moon Bay,US,2021-04-11 15:59:17,37.4636,-122.4286,55.0,87,75,9.22,haze
532,Nishihara,JP,2021-04-11 15:59:17,26.1842,127.7558,69.8,68,20,13.8,few clouds
533,Pangai,TO,2021-04-11 15:59:17,-19.8,-174.35,79.05,76,46,13.38,light rain
534,Hay River,CA,2021-04-11 15:59:18,60.8156,-115.7999,1.4,71,100,1.14,overcast clouds
535,Pacific Grove,US,2021-04-11 15:59:18,36.6177,-121.9166,51.8,76,90,4.61,overcast clouds
536,Sorong,ID,2021-04-11 15:59:19,-0.8833,131.25,81.41,76,95,5.53,overcast clouds
537,Almaznyy,RU,2021-04-11 15:59:19,48.0448,40.045,48.2,81,75,13.42,broken clouds
538,Zhigansk,RU,2021-04-11 15:55:53,66.7697,123.3711,2.19,94,6,11.63,clear sky
539,Cockburn Town,TC,2021-04-11 15:59:20,21.4612,-71.1419,75.61,66,89,15.41,overcast clouds
540,Lazaro Cardenas,MX,2021-04-11 15:59:20,17.9583,-102.2,81.72,51,9,4.61,clear sky
541,Tallahassee,US,2021-04-11 15:57:32,30.4383,-84.2807,64.99,100,90,3.44,overcast clouds
542,Aljezur,PT,2021-04-11 15:59:21,37.3191,-8.8033,63.88,68,31,13.31,scattered clouds
543,Wadi Maliz,TN,2021-04-11 15:59:21,36.4681,8.5495,78.8,38,0,11.92,clear sky
544,Bilibino,RU,2021-04-11 15:59:21,68.0546,166.4372,-24.48,95,25,5.12,scattered clouds
545,Lozova,UA,2021-04-11 15:59:22,48.8894,36.3176,52.95,49,100,14.79,overcast clouds
546,Baltiysk,RU,2021-04-11 15:59:22,54.6538,19.911,64.4,45,0,11.18,clear sky
547,Samarai,PG,2021-04-11 15:59:23,-10.6167,150.6667,79.72,68,70,10.78,broken clouds
548,Constitucion,CL,2021-04-11 15:59:23,-35.3333,-72.4167,66.45,44,0,13.98,clear sky
549,Temuco,CL,2021-04-11 15:59:23,-38.7333,-72.6,55.4,76,75,4.61,broken clouds
550,Nhulunbuy,AU,2021-04-11 15:59:24,-12.2333,136.7667,77.0,88,98,4.61,overcast clouds
551,Cozumel,MX,2021-04-11 15:59:24,20.5083,-86.9458,84.99,74,75,11.5,broken clouds
552,Sycow,PL,2021-04-11 15:59:24,51.3081,17.7198,62.6,42,0,11.5,clear sky
553,Tetouan,MA,2021-04-11 15:55:05,35.5711,-5.3724,69.8,73,40,10.36,scattered clouds
554,Howard Springs,AU,2021-04-11 15:59:25,-12.497,131.047,82.4,89,75,3.44,broken clouds
555,Carinhanha,BR,2021-04-11 15:59:25,-14.3047,-43.765,93.2,28,28,6.62,scattered clouds
556,Daru,PG,2021-04-11 15:59:25,-9.0763,143.2092,76.12,90,93,6.35,overcast clouds
557,Erzin,TR,2021-04-11 15:59:26,36.9559,36.2,54.0,71,97,2.48,overcast clouds
558,Redlands,US,2021-04-11 15:59:26,34.0556,-117.1825,61.0,71,75,1.14,broken clouds
559,Maunatlala,BW,2021-04-11 15:59:27,-22.597,27.6301,84.2,37,0,8.05,clear sky
560,Fonte Boa,BR,2021-04-11 15:55:05,-2.4959,-66.2662,81.66,74,97,3.56,overcast clouds
561,Pokrovsk,UA,2021-04-11 15:59:27,48.282,37.1758,49.5,56,100,16.33,overcast clouds
562,Sydney,AU,2021-04-11 15:58:36,-33.8679,151.2073,53.6,50,0,6.91,clear sky
563,Yakima,US,2021-04-11 15:55:18,46.4665,-120.6678,39.99,48,1,3.44,clear sky
564,Praia,CV,2021-04-11 15:59:22,14.9215,-23.5087,84.2,37,0,24.16,clear sky
565,Plainview,US,2021-04-11 15:59:28,40.7765,-73.4673,59.0,94,90,6.91,light rain
566,Laguna De Perlas,NI,2021-04-11 15:59:29,12.3429,-83.6712,84.2,84,20,4.61,few clouds
567,Wajima,JP,2021-04-11 15:59:29,37.4,136.9,46.92,67,5,9.15,clear sky
568,Folldal,NO,2021-04-11 15:59:29,62.1325,9.9968,27.91,77,21,3.49,few clouds
569,Pavlodar,KZ,2021-04-11 15:59:30,52.3,76.95,37.4,65,0,8.95,clear sky
570,Hami,CN,2021-04-11 15:59:30,42.8,93.45,57.13,29,51,11.61,broken clouds
571,Bonthe,SL,2021-04-11 15:59:31,7.5264,-12.505,87.21,66,51,12.5,broken clouds
572,Anloga,GH,2021-04-11 15:57:24,5.7947,0.8973,89.6,62,20,17.27,few clouds
573,Dourbali,TD,2021-04-11 15:59:31,11.8091,15.8632,104.97,3,2,14.54,clear sky
574,Henties Bay,NA,2021-04-11 15:55:44,-22.116,14.2845,80.42,43,1,9.19,clear sky
575,High Level,CA,2021-04-11 15:59:32,58.5169,-117.136,12.2,73,75,9.22,light snow
576,Trang,TH,2021-04-11 15:59:32,7.5,99.5,75.52,91,11,1.86,few clouds
577,Camabatela,AO,2021-04-11 15:59:32,-8.1881,15.375,69.31,89,74,3.31,light rain
578,Xucheng,CN,2021-04-11 15:59:33,20.35,110.1288,73.4,94,40,2.24,scattered clouds
579,Tommot,RU,2021-04-11 15:59:33,58.9564,126.2925,13.28,91,100,11.65,light snow
580,Talcahuano,CL,2021-04-11 15:59:34,-36.7167,-73.1167,60.8,55,0,11.5,clear sky
581,Binzhou,CN,2021-04-11 15:59:34,37.3667,118.0167,53.35,87,100,12.35,light rain
582,Olinda,BR,2021-04-11 15:59:34,-8.0089,-34.8553,82.4,74,75,5.75,broken clouds
583,Bulgan,MN,2021-04-11 15:59:35,48.8125,103.5347,14.77,71,79,3.67,broken clouds
584,Ca Mau,VN,2021-04-11 15:59:35,9.1769,105.15,81.77,75,26,8.57,scattered clouds
585,Botevgrad,BG,2021-04-11 15:59:36,42.9,23.7833,62.6,25,0,5.75,clear sky
586,Labuhan,ID,2021-04-11 15:59:36,-6.8844,112.2051,79.25,81,92,3.06,overcast clouds
587,Lengshuijiang,CN,2021-04-11 15:59:36,27.6881,111.4294,57.06,98,100,2.66,overcast clouds
588,Dingle,PH,2021-04-11 15:59:37,10.9995,122.6711,76.33,80,39,5.64,scattered clouds
589,Phan Thiet,VN,2021-04-11 15:59:37,10.9333,108.1,78.64,83,87,11.99,overcast clouds
590,Kyabe,TD,2021-04-11 15:59:38,9.4515,18.9449,102.49,6,73,5.17,broken clouds
591,Anadyr,RU,2021-04-11 15:59:38,64.75,177.4833,-4.0,77,100,15.66,snow
592,Myre,NO,2021-04-11 15:59:38,69.1036,15.9492,35.01,80,75,14.97,light snow
593,Kabinda,CD,2021-04-11 15:59:39,-6.1333,24.4833,72.39,81,50,4.14,scattered clouds
594,Asfi,MA,2021-04-11 15:55:06,32.2994,-9.2372,67.17,68,34,17.0,scattered clouds
595,Bilma,NE,2021-04-11 15:59:39,18.6853,12.9164,100.58,4,20,11.25,few clouds
596,Butembo,CD,2021-04-11 15:59:40,0.15,29.2833,63.46,72,96,4.07,overcast clouds
597,Kizukuri,JP,2021-04-11 15:59:40,40.8061,140.3861,36.0,80,4,1.99,clear sky
598,Lao Cai,VN,2021-04-11 15:59:40,22.4833,103.95,71.29,97,67,0.51,broken clouds
599,Buritis,BR,2021-04-11 15:59:41,-15.6178,-46.4233,86.09,41,70,5.48,broken clouds
600,Emerald,AU,2021-04-11 15:59:41,-23.5333,148.1667,69.8,37,0,17.27,clear sky
601,Livani,LV,2021-04-11 15:59:41,56.3543,26.1758,49.06,89,98,5.19,overcast clouds
602,Mezhdurechensk,RU,2021-04-11 15:59:42,53.6942,88.0603,30.72,95,91,0.63,overcast clouds
603,Karlskrona,SE,2021-04-11 15:59:42,56.1616,15.5866,41.0,87,0,9.22,clear sky
604,Yushan,CN,2021-04-11 15:59:42,31.3776,120.9543,63.0,100,75,8.95,light rain
605,Sindou,BF,2021-04-11 15:59:43,10.6667,-5.1667,104.41,14,70,8.43,broken clouds
606,West Plains,US,2021-04-11 15:59:43,36.7281,-91.8524,63.0,51,1,13.8,clear sky
607,Russkiy Aktash,RU,2021-04-11 15:59:44,55.0384,52.1214,46.4,100,90,6.71,fog
608,Malkara,TR,2021-04-11 15:59:44,40.89,26.9011,47.52,59,2,5.17,clear sky
609,Itapetinga,BR,2021-04-11 15:59:44,-15.2489,-40.2478,88.52,39,37,8.05,scattered clouds
610,Diego De Almagro,CL,2021-04-11 15:59:45,-26.3667,-70.05,77.38,25,0,7.36,clear sky
611,Kuching,MY,2021-04-11 15:59:45,1.55,110.3333,75.2,94,40,2.3,light rain
612,Valley City,US,2021-04-11 15:59:46,46.9233,-98.0032,50.0,62,1,8.05,clear sky
613,Hof,DE,2021-04-11 15:59:46,50.3167,11.9167,63.0,51,0,9.22,clear sky
614,Quesnel,CA,2021-04-11 15:59:47,52.9999,-122.5029,30.2,74,75,2.3,broken clouds
615,Mantua,IT,2021-04-11 15:59:47,45.1667,10.7833,51.01,90,100,5.01,overcast clouds
616,Polohy,UA,2021-04-11 15:59:47,47.4844,36.2536,52.56,55,100,15.39,overcast clouds
617,Port Hedland,AU,2021-04-11 15:59:48,-20.3167,118.5667,82.4,83,80,5.75,broken clouds
618,Pyaozerskiy,RU,2021-04-11 15:59:48,65.8333,31.1667,35.4,75,72,17.2,broken clouds
619,Te Karaka,NZ,2021-04-11 15:59:48,-38.4654,177.8679,63.25,98,37,1.9,scattered clouds
620,Ende,ID,2021-04-11 15:59:49,-8.8432,121.6623,76.57,88,98,1.14,overcast clouds
621,Mackenzie,CA,2021-04-11 15:59:49,55.2999,-123.1698,24.8,74,1,2.3,clear sky
622,Tiznit,MA,2021-04-11 15:59:50,29.5833,-9.5,69.49,46,66,10.31,broken clouds
623,Preganziol,IT,2021-04-11 15:59:50,45.6014,12.2372,53.01,93,90,8.05,overcast clouds
624,Diamantino,BR,2021-04-11 15:59:50,-14.4086,-56.4461,88.2,52,5,4.68,clear sky
625,Singkang,MY,2021-04-11 15:59:51,2.1006,102.7994,78.8,94,20,1.14,few clouds
626,Fort Pierce,US,2021-04-11 15:59:51,27.4467,-80.3256,89.01,58,20,11.5,few clouds
627,Sao Geraldo Do Araguaia,BR,2021-04-11 15:59:51,-6.4006,-48.555,86.43,62,89,3.4,overcast clouds
628,Aswan,EG,2021-04-11 15:59:52,24.0934,32.907,77.86,7,0,10.96,clear sky
629,Jawar,IN,2021-04-11 15:59:52,23.0,76.5,88.39,11,47,6.04,scattered clouds
630,Fortuna,US,2021-04-11 15:59:53,40.5982,-124.1573,48.99,87,1,6.91,clear sky
631,Imbituba,BR,2021-04-11 15:57:44,-28.24,-48.6703,84.2,65,0,16.11,clear sky
632,Chizhou,CN,2021-04-11 15:59:53,30.6578,117.4831,55.26,97,100,2.21,overcast clouds
633,Watertown,US,2021-04-11 15:55:17,42.3709,-71.1828,48.2,76,90,12.66,overcast clouds
634,Omboue,GA,2021-04-11 15:59:54,-1.5746,9.2618,78.03,82,100,8.21,overcast clouds
635,Kamenskiy,RU,2021-04-11 15:59:54,50.8855,45.488,53.44,84,93,8.23,overcast clouds
636,Akyab,MM,2021-04-11 15:59:54,20.15,92.9,80.89,77,8,5.55,clear sky
637,Davila,PH,2021-04-11 15:59:55,18.4726,120.5763,77.0,73,20,1.14,few clouds
638,Kailua,US,2021-04-11 15:59:55,21.4022,-157.7394,69.8,73,90,3.44,overcast clouds
639,Maragogi,BR,2021-04-11 15:59:55,-9.0122,-35.2225,81.45,77,100,7.63,overcast clouds
640,Grafton,US,2021-04-11 15:56:00,42.207,-71.6856,60.01,93,90,8.05,overcast clouds
641,Eureka,US,2021-04-11 15:57:33,40.8021,-124.1637,45.0,100,1,4.61,clear sky
642,Verkhovazhye,RU,2021-04-11 15:59:56,60.7472,42.0465,39.27,74,6,7.74,clear sky
643,Thunder Bay,CA,2021-04-11 15:59:33,48.4001,-89.3168,46.99,100,90,2.3,light rain
644,Belmonte,BR,2021-04-11 15:59:56,-15.8631,-38.8828,84.2,74,75,6.91,broken clouds
645,Palmital,BR,2021-04-11 15:59:57,-22.7889,-50.2175,87.85,27,5,6.29,clear sky
646,La Ronge,CA,2021-04-11 15:59:57,55.1001,-105.2842,28.4,80,99,9.22,overcast clouds
647,Cabedelo,BR,2021-04-11 15:56:52,-6.9811,-34.8339,77.0,94,90,17.27,overcast clouds
648,Tazovskiy,RU,2021-04-11 15:59:58,67.4667,78.7,31.08,91,100,17.18,overcast clouds
649,Marondera,ZW,2021-04-11 15:59:58,-18.1853,31.5519,65.64,50,54,7.09,broken clouds
650,Rodrigues Alves,BR,2021-04-11 15:56:52,-7.738,-72.6509,80.6,83,75,3.44,broken clouds
651,Morondava,MG,2021-04-11 15:59:59,-20.2833,44.2833,80.98,69,85,7.96,overcast clouds
652,Miracema Do Tocantins,BR,2021-04-11 15:59:59,-9.5618,-48.3967,86.56,54,100,4.9,overcast clouds
653,Alice Springs,AU,2021-04-11 15:59:59,-23.7,133.8833,57.99,58,44,4.61,scattered clouds
654,Tocache,PE,2021-04-11 15:57:03,-8.1842,-76.5125,83.86,59,79,0.27,broken clouds
655,Fairview,US,2021-04-11 16:00:00,40.8126,-73.999,59.0,94,90,5.75,mist
656,Garden City,US,2021-04-11 16:00:01,42.3256,-83.331,57.99,67,75,14.97,broken clouds
657,Raga,SS,2021-04-11 16:00:01,8.4596,25.678,93.83,11,100,3.74,overcast clouds
658,Santa Maria,BR,2021-04-11 16:00:01,-29.6842,-53.8069,71.6,88,90,5.75,heavy intensity rain
659,Kijang,KR,2021-04-11 16:00:02,35.2442,129.2139,53.6,58,0,3.44,clear sky
660,Broken Hill,AU,2021-04-11 15:55:19,-31.95,141.4333,51.8,50,0,9.22,clear sky
661,Pompeu,BR,2021-04-11 16:00:05,-19.2244,-44.9353,81.88,32,0,4.09,clear sky
662,Jadu,LY,2021-04-11 16:00:07,31.953,12.0261,82.11,14,49,20.65,scattered clouds
663,Buraydah,SA,2021-04-11 15:59:18,26.326,43.975,80.6,28,0,13.8,clear sky
664,Yinchuan,CN,2021-04-11 16:00:09,38.4681,106.2731,48.0,54,100,11.9,overcast clouds
665,Korsor,DK,2021-04-11 15:56:56,55.3299,11.1386,45.0,81,100,16.87,overcast clouds
666,Haines Junction,CA,2021-04-11 16:00:09,60.7522,-137.5108,-18.4,63,96,1.14,overcast clouds
667,Tenenkou,ML,2021-04-11 16:00:10,14.4572,-4.9169,108.5,4,0,2.57,clear sky
668,Kununurra,AU,2021-04-11 16:00:11,-15.7667,128.7333,77.0,83,100,2.3,overcast clouds
669,Newport,GB,2021-04-11 15:57:08,51.5877,-2.9984,48.99,68,89,1.01,overcast clouds
670,Jacqueville,CI,2021-04-11 16:00:11,5.2052,-4.4146,87.8,74,40,11.5,scattered clouds
671,Ekhabi,RU,2021-04-11 15:55:34,53.5102,142.9671,29.7,86,100,12.24,overcast clouds
672,Oktyabrskoye,RU,2021-04-11 16:00:12,43.0645,44.7417,46.4,81,90,4.47,overcast clouds
673,Namtsy,RU,2021-04-11 16:00:13,62.7161,129.6658,17.6,73,75,11.18,light snow
674,Aden,YE,2021-04-11 16:00:13,12.7794,45.0367,81.41,77,20,18.32,few clouds
675,Sinnar,SD,2021-04-11 16:00:13,13.5691,33.5672,96.87,8,14,14.76,few clouds
676,Keetmanshoop,NA,2021-04-11 16:00:14,-26.5833,18.1333,91.4,15,0,9.22,clear sky
677,Champua,IN,2021-04-11 16:00:15,22.0833,85.6667,85.5,35,96,13.51,overcast clouds
678,Harsum,DE,2021-04-11 16:00:15,52.2104,9.9649,42.01,88,100,8.01,moderate rain
679,Lakatoro,VU,2021-04-11 16:00:16,-16.0999,167.4164,77.56,86,100,2.77,overcast clouds
680,Launceston,AU,2021-04-11 16:00:16,-41.45,147.1667,46.4,57,40,6.91,scattered clouds
681,Cartagena,CO,2021-04-11 16:00:17,10.3997,-75.5144,86.0,74,20,8.05,few clouds
682,Millinocket,US,2021-04-11 16:00:17,45.6573,-68.7098,44.6,57,1,5.48,clear sky
